epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,1313.2,1.13384,0.60129,0.84412,0.84583,0.68035,0.76091,0.43266,1.37779,0.7926,0.89447,4.10454e-05,4.10454e-05,4.10454e-05
135,1322.95,1.1468,0.60854,0.84039,0.82667,0.68982,0.75598,0.43013,1.37879,0.79063,0.89744,3.75337e-05,3.75337e-05,3.75337e-05
136,1332.78,1.15209,0.60512,0.84124,0.83164,0.69534,0.75598,0.42912,1.37503,0.78755,0.8936,3.4227e-05,3.4227e-05,3.4227e-05
137,1342.58,1.15374,0.60113,0.83946,0.8376,0.68193,0.75514,0.42999,1.3715,0.78653,0.89722,3.11268e-05,3.11268e-05,3.11268e-05
138,1352.49,1.1425,0.60247,0.84553,0.83318,0.68903,0.75609,0.4305,1.37349,0.78285,0.89769,2.82345e-05,2.82345e-05,2.82345e-05
139,1362.14,1.15423,0.60776,0.83854,0.83244,0.69011,0.75357,0.42935,1.37665,0.78731,0.89946,2.55513e-05,2.55513e-05,2.55513e-05
140,1371.97,1.13695,0.59173,0.84093,0.82798,0.68982,0.75378,0.43036,1.37138,0.78431,0.89696,2.30784e-05,2.30784e-05,2.30784e-05
141,1383.14,1.12725,0.59639,0.84808,0.81215,0.70639,0.74811,0.41864,1.40016,0.7979,0.90246,2.08169e-05,2.08169e-05,2.08169e-05
142,1392.56,1.12784,0.59549,0.84097,0.81389,0.70068,0.74571,0.41977,1.40102,0.7921,0.90247,1.87678e-05,1.87678e-05,1.87678e-05
143,1402.26,1.10984,0.58224,0.8472,0.81668,0.70323,0.7505,0.42344,1.38904,0.79386,0.9021,1.6932e-05,1.6932e-05,1.6932e-05
144,1412.27,1.08757,0.56798,0.83735,0.81616,0.70081,0.7488,0.42466,1.39168,0.79813,0.90336,1.53102e-05,1.53102e-05,1.53102e-05
145,1422.2,1.08342,0.57544,0.83862,0.83212,0.68855,0.75011,0.42418,1.38869,0.79508,0.90131,1.39032e-05,1.39032e-05,1.39032e-05
146,1432.01,1.1076,0.57409,0.83918,0.8351,0.68748,0.7483,0.42367,1.38638,0.79591,0.89986,1.27117e-05,1.27117e-05,1.27117e-05
147,1441.77,1.08717,0.57801,0.84386,0.83095,0.69061,0.752,0.42616,1.38823,0.79782,0.90193,1.1736e-05,1.1736e-05,1.1736e-05
148,1451.59,1.07927,0.56084,0.83247,0.83944,0.69061,0.75321,0.42682,1.38324,0.7955,0.89951,1.09768e-05,1.09768e-05,1.09768e-05
149,1461.49,1.07629,0.56749,0.83912,0.8371,0.69352,0.75939,0.42844,1.38339,0.79589,0.89889,1.04342e-05,1.04342e-05,1.04342e-05
150,1470.99,1.08007,0.56067,0.83718,0.83413,0.69459,0.75489,0.42581,1.38149,0.79621,0.89837,1.01086e-05,1.01086e-05,1.01086e-05
